respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase,age_enc,shopping_freq_enc,browse_time_enc,abandon_freq_enc,education_enc,city_tier_enc,income_enc,spend_enc,return_freq_enc,social_inf_enc,discount_thresh_enc,festive_enc,spend_winsorised,log_spend,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,city_tier_Metro (Tier 1),city_tier_Rural / town,city_tier_Tier 2 city,city_tier_Tier 3 city,employment_status_Homemaker,employment_status_Salaried (govt.),employment_status_Salaried (private),employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,primary_device_Laptop / desktop,primary_device_Smartphone,primary_device_Tablet,discovery_channel_Email / app notifications,discovery_channel_Friends / family,discovery_channel_Influencer reviews,discovery_channel_Platform recommendations,discovery_channel_Search engine,discovery_channel_Social media ads,preferred_payment_method_Buy now pay later,preferred_payment_method_Cash on delivery,preferred_payment_method_Credit card,preferred_payment_method_Debit card,preferred_payment_method_Net banking,preferred_payment_method_UPI,social_commerce_adoption_No but open to it,social_commerce_adoption_No not interested,social_commerce_adoption_Yes occasionally,social_commerce_adoption_Yes regularly,impulse_trigger_type_Boredom,impulse_trigger_type_Festive sale,impulse_trigger_type_Flash sale notification,impulse_trigger_type_Gifting occasion,impulse_trigger_type_Influencer post,impulse_trigger_type_Recommendation email,cart_abandon_reason_Found better deal elsewhere,cart_abandon_reason_High delivery charges,cart_abandon_reason_High price / no discount,cart_abandon_reason_Just browsing,cart_abandon_reason_N/A - I rarely abandon,cart_abandon_reason_Payment issues,cluster,cluster_name
1975,premium_loyalist,35-44,Female,Metro (Tier 1),Undergraduate,Self-employed,Monthly,Amazon,Flipkart,,Laptop / desktop,10-30 minutes,Rarely,Payment issues,1,1,0,1,1,0,0,0,4,Social media ads,5,50000-100000,500-2000,3825.69,3,21-40pct,Credit card,Yes - multiple programmes,1,4,Occasionally,Often,No but open to it,4,1,Rarely,26-50pct,Recommendation email,4,1,3,3,2,2,2,4,3,2,3,4,3,3,3825.69,8.249755478747833,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Tech-savvy explorers
1976,urban_professional,35-44,Female,Rural / town,Postgraduate,Salaried (private),Weekly,Flipkart,Nykaa,,Laptop / desktop,30-60 minutes,Often,Payment issues,0,0,1,1,1,1,0,0,5,Search engine,4,50000-100000,5000-15000,8956.76,2,41-60pct,Credit card,Yes - one programme,1,2,Rarely,Sometimes,No not interested,4,3,Frequently,Less than 10pct,Recommendation email,4,1,3,4,3,4,3,1,3,4,2,3,4,1,8956.76,9.100275474713769,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Tech-savvy explorers
1977,urban_professional,45-54,Male,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Amazon,Myntra,Flipkart,Smartphone,10-30 minutes,Sometimes,N/A - I rarely abandon,1,1,0,1,0,1,0,0,3,Friends / family,5,50000-100000,2000-5000,5897.67,3,21-40pct,Debit card,Yes - multiple programmes,1,4,Occasionally,Sometimes,Yes regularly,5,3,Frequently,More than 50pct,Flash sale notification,4,1,4,5,2,3,4,4,3,3,3,3,3,4,5897.67,8.682482180753249,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,Tech-savvy explorers
1978,homemaker,55+,Non-binary,Metro (Tier 1),Undergraduate,Homemaker,Monthly,Amazon,Flipkart,,Smartphone,30-60 minutes,Rarely,Just browsing,1,0,1,1,1,0,1,1,5,Platform recommendations,2,100000-200000,5000-15000,3602.46,3,41-60pct,Cash on delivery,Yes - multiple programmes,1,4,Never,Often,Yes occasionally,3,2,Rarely,More than 50pct,Flash sale notification,4,0,5,3,3,2,2,4,4,4,1,4,4,4,3602.46,8.189649773983753,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,Value seekers
1979,premium_loyalist,35-44,Male,Tier 2 city,Doctoral,Salaried (private),Occasionally,Amazon,Flipkart,Meesho,Smartphone,30-60 minutes,Often,Just browsing,1,1,0,0,1,1,1,0,4,Search engine,4,Above 200000,Above 15000,88399.47,1,21-40pct,UPI,Yes - multiple programmes,1,2,Rarely,Sometimes,No but open to it,5,3,Frequently,26-50pct,Flash sale notification,3,1,3,2,3,4,4,3,5,5,2,3,3,3,67192.24039999998,11.115327932166084,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Tech-savvy explorers
1980,value_seeker,25-34,Male,Tier 2 city,Undergraduate,Self-employed,Monthly,Amazon,Brand website,Nykaa,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,0,1,1,1,1,0,0,0,3,Friends / family,3,100000-200000,Above 15000,15928.16,1,Discounts dont trigger,UPI,Yes - one programme,1,4,Occasionally,Often,Yes occasionally,2,2,Occasionally,More than 50pct,Flash sale notification,2,0,2,3,2,3,2,3,4,5,3,4,1,4,15928.16,9.675906670816984,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,Occasional browsers
1981,urban_professional,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Brand website,Amazon,Myntra,Smartphone,Under 10 minutes,Often,N/A - I rarely abandon,0,1,0,0,0,1,1,0,3,Search engine,3,Above 200000,Above 15000,28818.29,1,Discounts dont trigger,UPI,No but considering,0,5,Occasionally,Sometimes,Yes regularly,4,3,Frequently,More than 50pct,Flash sale notification,4,1,2,5,1,4,3,4,5,5,3,3,1,4,28818.29,10.268800233580375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Premium loyalists
1982,urban_professional,25-34,Male,Tier 3 city,Postgraduate,Salaried (private),Rarely,Nykaa,Flipkart,,Laptop / desktop,30-60 minutes,Often,High delivery charges,1,1,0,1,1,1,0,0,5,Friends / family,5,20000-50000,Under 500,1533.66,3,10-20pct,UPI,Yes - one programme,1,3,Rarely,Rarely,Yes regularly,3,2,Frequently,26-50pct,Gifting occasion,4,1,2,1,3,4,3,2,2,1,2,2,2,3,1533.66,7.336064137115575,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,Deal hunters
1983,homemaker,25-34,Female,Tier 3 city,Undergraduate,Homemaker,Rarely,Flipkart,Meesho,Myntra,Smartphone,30-60 minutes,Almost always,Payment issues,1,0,1,1,1,1,0,1,5,Platform recommendations,2,50000-100000,500-2000,5474.7,3,41-60pct,Cash on delivery,No but considering,0,5,Occasionally,Rarely,Yes regularly,4,3,Occasionally,More than 50pct,Flash sale notification,4,1,2,1,3,5,2,2,3,2,3,2,4,4,5474.7,8.60807540039337,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,Value seekers
1984,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (govt.),Weekly,Flipkart,Ajio,Amazon,Laptop / desktop,10-30 minutes,Rarely,High price / no discount,1,1,0,0,0,0,0,0,3,Platform recommendations,3,50000-100000,2000-5000,4092.04,4,10-20pct,UPI,Yes - one programme,1,5,Occasionally,Rarely,No but open to it,5,2,Frequently,10-25pct,Flash sale notification,4,0,2,4,2,2,2,3,3,3,3,2,2,2,4092.04,8.31704324922745,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,Tech-savvy explorers
1985,urban_professional,18-24,Male,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Amazon,Myntra,,Smartphone,More than 1 hour,Rarely,Found better deal elsewhere,0,1,0,1,0,1,0,0,4,Social media ads,3,Above 200000,Above 15000,41956.37,3,21-40pct,Debit card,Yes - multiple programmes,1,3,Never,Rarely,Yes occasionally,4,3,Occasionally,26-50pct,Flash sale notification,4,0,1,5,4,2,3,4,5,5,1,2,3,3,41956.37,10.64440938180418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,Tech-savvy explorers
1986,budget_student,18-24,Male,Tier 2 city,Undergraduate,Student,Monthly,Flipkart,Amazon,Myntra,Smartphone,More than 1 hour,Often,High delivery charges,1,0,1,0,0,1,0,0,5,Friends / family,4,Below 20000,Under 500,1175.41,3,Above 60pct,Credit card,No but considering,0,5,Rarely,Sometimes,No but open to it,3,3,Never,Less than 10pct,Gifting occasion,4,0,1,3,4,4,2,3,1,1,2,3,5,1,1175.41,7.070222707153741,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Deal hunters
1987,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Monthly,Meesho,Amazon,Flipkart,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,1,1,0,0,0,0,0,5,Search engine,4,20000-50000,Under 500,2797.73,4,21-40pct,UPI,No not interested,0,4,Frequently,Rarely,No but open to it,4,4,Never,Less than 10pct,Flash sale notification,2,1,1,3,3,3,2,4,2,1,4,2,3,1,2797.73,7.936921021840089,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Deal hunters
1988,homemaker,35-44,Female,Tier 2 city,High school or below,Homemaker,Monthly,Flipkart,Meesho,Myntra,Laptop / desktop,More than 1 hour,Rarely,High price / no discount,1,0,1,0,1,0,0,0,2,Search engine,4,50000-100000,2000-5000,14402.13,3,41-60pct,Credit card,No not interested,0,2,Frequently,Often,No but open to it,4,3,Frequently,More than 50pct,Gifting occasion,3,0,3,3,4,2,1,3,3,3,4,4,4,4,14402.13,9.5752008230557,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,Occasional browsers
1989,budget_student,18-24,Male,Tier 3 city,High school or below,Student,Weekly,Myntra,Flipkart,Ajio,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,1,1,1,0,1,1,0,4,Social media ads,2,20000-50000,500-2000,1369.19,5,Discounts dont trigger,Debit card,No but considering,0,4,Never,Almost always,Yes regularly,3,3,Rarely,Less than 10pct,Festive sale,3,0,1,4,4,3,1,2,2,2,1,5,1,1,1369.19,7.222704695337525,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Deal hunters
1990,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Weekly,Amazon,Brand website,,Tablet,10-30 minutes,Almost always,High price / no discount,1,1,1,1,0,1,0,0,5,Social media ads,4,50000-100000,2000-5000,1681.87,4,10-20pct,UPI,No but considering,0,4,Never,Rarely,Yes occasionally,5,4,Occasionally,More than 50pct,Gifting occasion,4,1,2,4,2,5,2,4,3,3,1,2,2,4,1681.87,7.4282559481889905,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Premium loyalists
1991,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Self-employed,Monthly,Myntra,Ajio,Flipkart,Smartphone,10-30 minutes,Sometimes,High delivery charges,1,1,1,1,1,1,1,0,4,Platform recommendations,5,100000-200000,Above 15000,25804.22,3,41-60pct,UPI,Yes - one programme,1,5,Rarely,Rarely,No but open to it,4,3,Frequently,10-25pct,Flash sale notification,5,1,2,3,2,3,2,4,4,5,2,2,4,2,25804.22,10.158332076026044,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,Tech-savvy explorers
1992,premium_loyalist,18-24,Female,Tier 2 city,Undergraduate,Salaried (private),Weekly,Amazon,Flipkart,Myntra,Smartphone,Under 10 minutes,Sometimes,High price / no discount,0,0,1,1,1,1,1,0,3,Search engine,5,50000-100000,5000-15000,5684.09,4,Discounts dont trigger,Debit card,Yes - multiple programmes,1,1,Rarely,Sometimes,Yes occasionally,5,2,Rarely,26-50pct,Recommendation email,3,1,1,4,1,3,2,3,3,4,2,3,1,3,5684.09,8.64560223719389,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,Tech-savvy explorers
1993,urban_professional,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Daily or almost daily,Meesho,Flipkart,,Laptop / desktop,More than 1 hour,Rarely,Payment issues,0,0,0,1,1,0,0,0,5,Search engine,4,100000-200000,Above 15000,16898.82,2,10-20pct,Net banking,Yes - one programme,1,2,Rarely,Often,Yes regularly,4,2,Occasionally,10-25pct,Flash sale notification,4,1,2,5,4,2,2,3,4,5,2,4,2,2,16898.82,9.735058249966867,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,Tech-savvy explorers
1994,value_seeker,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Meesho,Flipkart,Myntra,Smartphone,30-60 minutes,Rarely,High price / no discount,0,0,1,1,1,0,0,0,4,Search engine,1,20000-50000,Under 500,1020.7,4,Discounts dont trigger,UPI,No not interested,0,4,Never,Often,No but open to it,4,4,Frequently,10-25pct,Flash sale notification,4,0,2,2,3,2,3,4,2,1,1,4,1,2,1020.7,6.929223185597378,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,Occasional browsers
1995,premium_loyalist,25-34,Male,Metro (Tier 1),Postgraduate,Self-employed,Weekly,Nykaa,Myntra,Meesho,Laptop / desktop,10-30 minutes,Never,N/A - I rarely abandon,1,1,1,0,0,0,1,0,4,Platform recommendations,4,100000-200000,2000-5000,15976.18,2,41-60pct,UPI,Yes - multiple programmes,1,3,Frequently,Rarely,No but open to it,5,3,Occasionally,Less than 10pct,Recommendation email,4,1,2,4,2,1,3,4,4,3,4,2,4,1,15976.18,9.678916733159264,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Tech-savvy explorers
1996,urban_professional,25-34,Female,Metro (Tier 1),Doctoral,Salaried (govt.),Daily or almost daily,Myntra,Amazon,Flipkart,Smartphone,30-60 minutes,Sometimes,Found better deal elsewhere,0,0,1,1,0,0,0,1,5,Friends / family,4,50000-100000,500-2000,3073.48,2,41-60pct,UPI,Yes - multiple programmes,1,5,Occasionally,Never,Yes regularly,5,2,Frequently,Less than 10pct,Gifting occasion,5,1,2,5,3,3,4,4,3,2,3,1,4,1,3073.48,8.030891060249582,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,Tech-savvy explorers
1997,premium_loyalist,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Amazon,Nykaa,Meesho,Smartphone,Under 10 minutes,Rarely,Payment issues,1,1,0,1,0,0,1,0,5,Platform recommendations,3,Above 200000,Above 15000,22688.69,2,21-40pct,Debit card,No but considering,0,4,Rarely,Sometimes,No but open to it,4,4,Rarely,26-50pct,Recommendation email,5,1,3,5,1,2,3,4,5,5,2,3,3,3,22688.69,10.02966591527421,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Premium loyalists
1998,budget_student,18-24,Male,Tier 2 city,Undergraduate,Student,Rarely,Myntra,Amazon,Flipkart,Smartphone,10-30 minutes,Often,High delivery charges,0,1,0,0,0,0,0,0,3,Platform recommendations,4,50000-100000,500-2000,1316.64,4,21-40pct,Debit card,Yes - one programme,1,5,Never,Almost always,Yes regularly,2,1,Occasionally,10-25pct,Influencer post,4,1,1,1,2,4,2,3,3,2,1,5,3,2,1316.64,7.1835975366297085,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,Deal hunters
1999,budget_student,35-44,Male,Tier 3 city,Undergraduate,Student,Monthly,Meesho,Amazon,Other,Smartphone,30-60 minutes,Rarely,High price / no discount,1,0,1,0,0,1,1,0,3,Platform recommendations,1,20000-50000,Under 500,2011.06,4,21-40pct,Debit card,No but considering,0,5,Occasionally,Often,Yes regularly,1,3,Occasionally,10-25pct,Flash sale notification,3,0,3,3,3,2,2,2,2,1,3,4,3,2,2011.06,7.606914351848549,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,Occasional browsers
2000,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Myntra,Flipkart,,Smartphone,10-30 minutes,Rarely,High delivery charges,1,1,1,0,1,1,1,0,4,Platform recommendations,5,100000-200000,Above 15000,33581.6,2,10-20pct,UPI,Yes - one programme,1,5,Rarely,Sometimes,No not interested,5,2,Frequently,26-50pct,Festive sale,4,1,3,4,2,2,2,4,4,5,2,3,2,3,33581.6,10.421763354674118,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,Tech-savvy explorers
2001,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Unemployed,Monthly,Amazon,Other,Flipkart,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,1,1,0,1,0,1,0,1,Platform recommendations,3,100000-200000,Above 15000,8157.75,2,10-20pct,Credit card,No not interested,0,2,Occasionally,Sometimes,Yes occasionally,4,3,Occasionally,26-50pct,Flash sale notification,4,1,3,3,3,3,2,4,4,5,3,3,2,3,8157.75,9.006846249949428,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Premium loyalists
2002,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Brand website,Myntra,Laptop / desktop,Under 10 minutes,Rarely,High price / no discount,0,0,1,0,1,0,1,0,3,Friends / family,4,50000-100000,5000-15000,5390.91,4,10-20pct,UPI,Yes - one programme,1,3,Occasionally,Often,Yes occasionally,4,1,Occasionally,10-25pct,Boredom,4,1,2,4,1,2,2,4,3,4,3,4,2,2,5390.91,8.592654961058182,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Tech-savvy explorers
2003,budget_student,18-24,Male,Tier 3 city,Undergraduate,Salaried (private),Daily or almost daily,Amazon,Flipkart,Nykaa,Smartphone,10-30 minutes,Rarely,Just browsing,0,0,1,0,0,1,0,1,4,Search engine,3,50000-100000,500-2000,5328.02,3,Discounts dont trigger,UPI,No but considering,0,4,Rarely,Almost always,Yes regularly,3,4,Rarely,Less than 10pct,Festive sale,3,1,1,5,2,2,2,2,3,2,2,5,1,1,5328.02,8.580922635339093,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,Value seekers
2004,budget_student,25-34,Male,Tier 3 city,Undergraduate,Student,Weekly,Other,Meesho,,Smartphone,More than 1 hour,Rarely,Payment issues,0,1,1,1,1,0,1,0,5,Influencer reviews,4,20000-50000,2000-5000,1115.89,4,21-40pct,UPI,No but considering,0,5,Occasionally,Never,No but open to it,2,3,Frequently,26-50pct,Flash sale notification,3,1,2,4,4,2,2,2,2,3,3,1,3,3,1115.89,7.018303316153669,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,Occasional browsers
2005,urban_professional,25-34,Male,Tier 2 city,Postgraduate,Salaried (private),Weekly,Brand website,Meesho,Amazon,Smartphone,More than 1 hour,Rarely,High price / no discount,1,1,0,1,1,1,1,0,5,Platform recommendations,2,100000-200000,Above 15000,4405.83,2,41-60pct,UPI,No not interested,0,5,Rarely,Rarely,Yes regularly,4,4,Occasionally,Less than 10pct,Recommendation email,5,1,2,4,4,2,3,3,4,5,2,2,4,1,4405.83,8.390910889103626,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Premium loyalists
2006,budget_student,18-24,Female,Tier 3 city,Undergraduate,Student,Monthly,Meesho,Myntra,Amazon,Laptop / desktop,More than 1 hour,Often,N/A - I rarely abandon,1,1,0,1,0,1,1,0,4,Friends / family,3,Below 20000,Under 500,411.77,4,10-20pct,Debit card,No not interested,0,5,Rarely,Often,Yes occasionally,2,3,Rarely,26-50pct,Boredom,1,0,1,3,4,4,2,2,1,1,2,4,2,3,411.77,6.022890537107835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Deal hunters
2007,homemaker,35-44,Female,Tier 2 city,Undergraduate,Homemaker,Monthly,Amazon,Meesho,Brand website,Smartphone,30-60 minutes,Rarely,High price / no discount,0,0,1,1,0,0,1,1,5,Platform recommendations,3,50000-100000,2000-5000,29269.97,3,41-60pct,UPI,Yes - one programme,1,4,Rarely,Sometimes,Yes occasionally,3,3,Rarely,Less than 10pct,Festive sale,2,0,3,3,3,2,2,3,3,3,2,3,4,1,29269.97,10.284351518870338,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,Value seekers
2008,value_seeker,25-34,Male,Tier 3 city,Doctoral,Salaried (govt.),Occasionally,Myntra,Brand website,,Smartphone,Under 10 minutes,Sometimes,High delivery charges,1,0,1,0,0,0,0,0,4,Platform recommendations,1,100000-200000,2000-5000,21327.57,3,10-20pct,Cash on delivery,No not interested,0,3,Never,Sometimes,No not interested,2,5,Occasionally,26-50pct,Gifting occasion,3,0,2,2,1,3,4,2,4,3,1,3,2,3,21327.57,9.96780276749273,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,Occasional browsers
2009,premium_loyalist,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Myntra,Amazon,Flipkart,Laptop / desktop,Under 10 minutes,Rarely,Just browsing,1,1,0,0,0,1,1,0,3,Search engine,3,100000-200000,Above 15000,6979.11,2,41-60pct,UPI,Yes - multiple programmes,1,5,Rarely,Rarely,Yes occasionally,4,2,Frequently,Less than 10pct,Festive sale,3,1,2,4,1,2,3,4,4,5,2,2,4,1,6979.11,8.850819954944562,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,Tech-savvy explorers
2010,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Occasionally,Myntra,Flipkart,,Smartphone,More than 1 hour,Sometimes,Found better deal elsewhere,0,1,1,0,0,1,1,0,4,Platform recommendations,4,50000-100000,500-2000,4606.66,5,41-60pct,Debit card,Yes - multiple programmes,1,4,Occasionally,Almost always,Yes occasionally,3,1,Frequently,26-50pct,Flash sale notification,3,0,1,2,4,3,2,3,3,2,3,5,4,3,4606.66,8.435475414931279,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Deal hunters
2011,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Meesho,Flipkart,Brand website,Smartphone,More than 1 hour,Rarely,Found better deal elsewhere,1,1,0,0,0,1,1,0,3,Platform recommendations,5,Above 200000,Above 15000,20922.28,2,41-60pct,UPI,No but considering,0,4,Occasionally,Often,Yes occasionally,3,4,Occasionally,10-25pct,Flash sale notification,4,0,3,2,4,2,3,4,5,5,3,4,4,2,20922.28,9.94861769365185,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium loyalists
2012,value_seeker,45-54,Male,Tier 2 city,High school or below,Salaried (private),Occasionally,Meesho,Flipkart,Amazon,Smartphone,30-60 minutes,Sometimes,Just browsing,0,0,1,0,1,0,0,0,4,Search engine,3,100000-200000,5000-15000,7425.36,1,Above 60pct,UPI,Yes - one programme,1,5,Rarely,Rarely,No but open to it,3,2,Rarely,Less than 10pct,Flash sale notification,3,0,4,2,3,3,1,3,4,4,2,2,5,1,7425.36,8.912791111881408,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,Occasional browsers
